"prs_ResponseID","course","planSPELL"
"R_3HvjEnZ6Uv2i0aT","JustS"," This course is an evening entertainment for me. At home, everything else done, I can focus on the issues raised in the lectures. || I typically finish edX courses well in time; I don't expect time constraints. || I use the discussion forum as a help to think thourough the issues. Responding to another post forces me to put words to my thoughts. || Prof Sandel warned that this course might lead us to dislike ourselves and seriously question our attitudes. That could cause me to want to quit. Maybe the forum could support?"
"R_3HvqfUZnbi66FOF","BioChem","use some hours per day to study || study carefully with the video or slides this course provides || May borrow some books from library if necessary || ask some expert or on discussion here"
"R_3HwwkamwYt4jkUW","JustS","I will use my time after work to study || I will browse the Internet and complete materials during the day || I will use the weekends to do most of my assignments "
"R_3hybPUvGmhimiX2","JustS"," Set aside consistent study time set aside. || Engage in the online community. || Apply principles learned to my personal work. "
"R_3I0k3QeNgINeVBM","AmGov","I plan to study for this course on the weekends. || I will strictly follow my schedule. If I encounter an obstacle, I will work harder to get around it. "
"R_3I3naDuEROdYArZ","AmGov",""
"R_3I9vDvwBb8gtkmO","AmGov"," I already cleared my schedule for couple hours twice a week when I have free time to be at home and do the coursework || I will make sure to read and watch all the materials and be on time with following the syllabus;assignments...etc If I need to understand a certain topic more,I will engage in reading more about it and also I will try to engage in discussions as much as possible"
"R_3iCr9Lxtm1hJctt","AmGov"," Lunch during work, on weekends, and at home during evenings "
"R_3iILAlRIkB1d6l0","AmGov"," My spare time during job, during late night || If the material is interesting I will find time to finish it. "
"R_3ikXYFXyb0vb3QW","AmGov","I will primarily be engaging in course content at home, but occasionally during downtime at work as well || I will enforce a fairly strict schedule of when to complete assignments If I encounter any setbacks during the course that may prevent me from completing it on time, I will make plans to complete assignments during working hours "
"R_3iL59IBOfmuoO6V","JustS"," As I work during the week, I plan on working on the weekends, when I have sufficient time to concentrate || Working at least a whole day a week is important for consistency and to ensure completion || Planning ahead is key as well, this way, if I have questions, I have the time to ask and get answers || I also plan to do a little reading thouroughout the week, when I have time to do so (i.e. on the metro...)"
"R_3in9UU3AhmDgvh7","JustS"," A) online || B) research || C) research more "
"R_3ipYAJ9VjktE1UJ","JustS"," Am going to start this course from 1st oct itself and am planning to spend time on it at evening at my home only. || I will complete one lecture every day and make notes of the every lecture,i will make a time table so that i don't skip a lecture. || first of all i hope there would be no obstacles and if there are any i will respond them with patience. "
"R_3iPyYj7s1DSCaIt","JustS","I will complete the course at home in the evenings and on weekends || I am motivated by results and don't need to take specifics steps to complete the course || I don't know what obstacles I would encounter. I can't think of anything that would prevent me from completing the course barring an unforeseen event or the course is completely different from what I'm expecting || I expect I'll log into the course daily which could be considered a study plan. "
"R_3IQR9KTHxnCUf2Q","JustS",""
"R_3iUNPWP9oslNZaz","BioChem","I would study at home in my study room. || I would take notes in my notebook. Study more. "
"R_3IWugjncfkBR9YX","JustS","at least once weekly from home || I have set aside time each Wednesday night to complete coursework "
"R_3iysXhu7GzJzO6X","JustS","I will do the course after work in the evenings at home, or during work breaks || My boyfriend is doing the same course, so we could have discussions about what we think of certain subjects || If there is something I do not understand, i will research the matter further to try and become better equipped to answer questions "
"R_3iyZDE6vIUpw3eO","BioChem"," Spend an hour each day reviewing course material "
"R_3IZ6SkL7lLDjovN","AmGov"," Work on it when I have free time || Do a little bit during the week and more during the weekend "
"R_3j3wB9houoodtOH","BioChem",""
"R_3jDk3xrYn2UEQjD","JustS"," I plan to engage the course in Home || study time by time || read more "
"R_3JE0xXVDHtln05Y","AmGov","Plan to study at my desk on mornings. || I will review materials as much as necessary to grasp the content. || I will access other information to supplement reading. || I will work to overcome obstacles by spending additional time and effort. "
"R_3jeagM0kWsgc6ha","JustS"," I plan to study at home or in a library || I plan to study when I have free time "
"R_3JgvRBRGhtLQrVh","JustS"," I will utilize my free time working on this coarse and others I have signed up for. I will deal with obstacles as they come. "
"R_3JHG26NVSv86SRP","JustS"," At night (after-work) completing 1 - 2 hours per night. || My focus is on completing the readings, some of which are meaty. The lectures are gravy. || Shift priorities by scaling back nightly time. The time allotted to complete this course is more then enough even if a significant decrease in available time were to occur. "
"R_3JluLMl1czRCyIl","JustS"," Quarantine some work time as well as out of hours || Identify what time commitment this course will require - I hope it says here somewhere what to expect. || How I respond to obstacles will depend on my perceived value from what I'm learning. If I am highly engaged I will likely manage the obstacles. "
"R_3Jmvo5EM0gtE8D8","BioChem","I plan on engaging time for this course On break time, in between classes, before and after school. Usually at home and school. || I will give myself deadlines to finish and complete assignments on time. || If obstacles are encountered, I will ask instructors and will do research about the topic until complete knowledge is acquired. || I will give 100% to this course like if I would've paid a great amount of money for this class. "
"R_3JrA8FhOX60SGCU","JustS"," I have printed some transcripts to read at home as i don't have access to the internet at home, only work (and on my phone) || I plan to go thourough this at my own pace in my spare time "
"R_3Jrx3EABKlMVArp","AmGov","After the office hours and weekends || Try to makeup for the lag in the weekend || Plan my preparation in a meticulous way by assessing the time available || Learn from other sources and discussions "
"R_3jSPeReZN6M2qHh","AmGov"," When I have free time. || At my place and sometimes in a public library. || Being sure to see every lecture and readings. || I don't know! As in life, pushing myself."
"R_3jSVLfH3j4vfMTO","BioChem","I will study the course at home in the daytime (I am retired) || I will persevere || I will log the time I spend on the course (14 min, so far...!) || I do not expect there to be any unsurmountable obstacles "
"R_3JtnVAdqrimaBJw","BioChem","I'll study every night. || I'll study at least an hour. "
"R_3JwvO91VpvfVTy6","AmGov","I use a calendar regularly and will make out instruction and classwork time, I have already placed the 1st Unhangout on the calendar || I am taking the course with somebody else; I suspect we will be accountability partners I just passed the DC Real Estate exam, which required 60 class hours and 2 sets of exams. I am in learning mode "
"R_3jYBSz1CCrNs7BP","JustS","study at home every week if possible, catch up later if not "
"R_3K0qIy8TC5Vo9ZX","AmGov",""
"R_3k0UF3x7SnqbGBs","JustS"," I have designated a specific time || I have designated a specific place "
"R_3k8199EczZqHyOq","AmGov"," look at content lunch breaks at work || dedicate part of evenings to looking at materials || follow it thourough step by step and systematically || understand quiz questions first and relate to materials "
"R_3kAEQEfxptMF0on","JustS",""
"R_3KCqbmGyWSpVOHC","BioChem"," I will spend every day one hour before and after my lunch break to study course content at my working place. || I will see to it that I complete studying the units released within one week || I myself will also read background things about the concepts explained, as every bit details cannot be told in an course. || I will try to balance every things so that none can create any obstacle. "
"R_3kdePlAgrTf7Iu5","BioChem"," Plan to study Mondays and Friday mornings mainly || Will take things step by step and aim to have done half by halfway point If find any subject areas particularly challenging will find more info to read"
"R_3kebKVDYjusIOVb","BioChem"," I will work on the course every day || I will set deadlines for myself regarding the coursework I will use the internet and biology and chemistry textbooks to help me out if I encounter a challenge"
"R_3kG01M5gt8iQ2P8","JustS",""
"R_3kgGI69tvHbNOt5","BioChem",""
"R_3kGKsXXAPouI17r","JustS",""
"R_3kHUsycUTTzZV5O","BioChem"," I will try to view video lectures from home and work as time allows. "
"R_3KIcJvOCDvqUKJ6","AmGov"," To apply in the public entities || With the Congressmembers of my country || In the companies that need training in public management || To qualify the governors "
"R_3KJagvbSAcxPyVG","AmGov","This semester || In Taiwan || Spend certain workdays per week || Keep on studying "
"R_3kjskS0z6mP4dUT","AmGov"," home on my computer || work on daily assignments || honestly || do what I can "
"R_3KNOI7S45eDV7WI","BioChem"," I intend on doing the course at home, but sometimes I will do it at the library so that I am slightly more focused. I will try to finish one unit per week. I am not sure, however, what to do if an obstacle occurs; I will try to resolve the problem on an ad hoc decision. "
"R_3kNTUFibQ9DEpfs","AmGov"," As a young mom and an international business management graduate i really think that i have to be prepared for the future and i think that this course and the whole experience will be a tool for me to find a really great job. So I'm pretty sure that I can and that I will finish this course because my baby is my motivation "
"R_3kNYXn24ifznPKl","AmGov","I plan to take this course during my free time between the days || I will take each lesson step by step Try to ask questions to things I don't understand "
"R_3KorFfTSIaMyLrD","AmGov","I plan to dedicate two hours per day in order to complete the course after my work hours || I plan to use free weekend hours to read additional material that help me deepen my knowledge in the subject "
"R_3KPiXwFUN3MpC5H","JustS",""
"R_3KQ0Km1iJtxcN6G","AmGov"," 10PM - 11PM (or my bed time) || At home || Check scores received on Progress tab || Participate with online classmates on discussion board or directly contact to teaching staff or course's team or edX team "
"R_3kqf472Gt23QiH5","AmGov"," I plan to engage the course content in a quiet room in my house, at night after my youngest child is in bed. "
"R_3KUidzPZ1y9CbXX","BioChem"," Planner. Planner. Planner. || Evenings, after the house is quiet. || Communication with classmates thourough the discussion boards. || Keep trying! Don't give up! "
"R_3KvgaJgz3DIZK24","BioChem",""
"R_3KVkDYMMpA7Y3YN","BioChem"," i plan on studying in between work in my room || i will make outlines and not fall far behind refer to the text and discussions when stuck"
"R_3KwjaSxwNG7UZlC","JustS",""
"R_3KxslkqdfW5xaHv","JustS"," Listen carefully to the lectures and take notes while watching them. || Look some of the authors and study materials ahead of schedule. || Have a rigid schedule. "
"R_3kyRXYj8rrlKINq","AmGov"," I plan to engage with this course somewhere between one to thouree evenings a week, while at home. || I have a schedule structured to fit this Course into my time table. || Having an internet connection prone to disruptions might be a problem. || Another problem might be a lack of time, but I am confident about managing well enough. "
"R_3L0WzN76uwwM4CV","JustS","I plan on working on this course at work, or in the evenings || If I have trouble understanding some of it I plan on asking for help to my peers on the forums. "
"R_3L75ETI5Fil7f6j","BioChem"," I have set aside designated study time. I study in evenings in my office and on weekends. || Continual effort. "
"R_3L7vOOy8HK0v5Pr","AmGov"," at home || the day after release have a day to finish the unit released on it"
"R_3lAiCj6khViChm6","JustS"," over the weekends when I'm not in college || When I'm at home || Making reminders || Read up in the library or refer to friends when I have obstacles "
"R_3LcKNhM11CRR5bU","JustS"," I plan to study at home, during the mornings before work, and the evenings after work. I am taking a couple of other classes that are more related to my goals in life (switching careers to computer programming), so those classes will have priority over this one. I try to spend at least 4 hours per day during the week on classes, and 8 hours per day on the weekends. I don't have a specific plan for succeeding in this class, as it is more of something that I'm doing out of interest, that I will keep up with if I have the time. "
"R_3Ld9dCBCEwNG7p6","BioChem"," a) in the mornings in my office. || b) set daily goals || d) || c) use course discussion forums"
"R_3Ldau2y5Ztt8hYp","JustS"," I will read the readings during the week and watch the lectures on Saturdays. || If I have any schedule overlap, I will use my free days from college to catch up with the course. "
"R_3LdyxVMfigW3Lyp","AmGov","I plan on engaging in this course content mostly at home after school. || I will try to maintain a weekly schedule with goals to complete each week. I plan on engaging in this course at least 4-5 hours a week. I will respond to the obstacles I encounter during this course by asking questions and having enough determination to overcome them no matter what. "
"R_3lEO5jqU8QpfMjr","BioChem",""
"R_3lF7KrPuxLCh7Tk","AmGov"," Home || Write it down Ask someone"
"R_3lGgRDKNJpHQmUa","AmGov",""
"R_3lGjIl2w4mpNAUJ","BioChem","Integrate with current study i.e. at office || Utilize time between experiments || Some study time at home || I am used to working thourough my obstacles for my PhD , I should be able just to incorporate this into that structure"
"R_3LhZQGE7fhxSGFJ","BioChem"," I'll be working on the course weeknights apart from Friday, as well as some time on the weekends. || I need to complete the course by the beginning of August, so I'll be setting up a timeline to complete that task. I plan on staying ahead of pace, so if there are more difficult aspects I'll have a bit of time to research and get back on track."
"R_3Li5B9Isweu3dce","BioChem","Any free time that I have || Will visit EDX daily and try to do reading timely || Only Health issues can stop my once I decide to do something || Ask my daughter and son. They took this in college "
"R_3LioHelXCXMcErL","AmGov"," I bought the recommended text, and will read that at home, on train, at work || I will watch the lectures, at home on a regular basis For the essays, I need to get to a library or a coffeeshop, to focus, and then type in my rough draft, and then revise it....in a timely fashion || I must stay focused, on top of the material, even when I hit a week that I am exhausted. If so, I must find time to do the work"
"R_3lJk8HnDCt2nnGE","AmGov","study late in the night || access the course materials on any free time that i get || Participate in the online discussions whenever I'm not too busy || Take the require tests and quizzes only on weekends "
"R_3lJugMpE3s0QIDd","BioChem"," View content after work || View content on weekends || Block an hour or two at a time for assignments || Try and consistently make progress "
"R_3lPs56LdJ3Vl05n","JustS"," Daily at home || I have printed the syllabus so I can check of things as they are completed || If I encounter obstacles I will keep plugging away and do my best or reach out for help if possible / "
"R_3lQSe0Sd7XWzC8S","BioChem"," 1 hour per day - either at school or at home "
"R_3lrENRxz6u8eAHK","BioChem",""
"R_3lrUT3XOC9tFilh","AmGov","At home or at work in my free time. || Creating time to complete work. || Try to overcome them || Have a set plan on completing the course."
"R_3lSKgf5phXCOxTE","BioChem"," Allocate time every weekday for minimum of about one hour "
"R_3ltO1YdkerFe9HP","BioChem"," Two hours after work || Research and understand the topics || If a topic is challenging I plan to attack it by putting more hours and focus || I will put deadlines to myself and make a schedule dedicated to this class"
"R_3ltslkBJnE97DSI","BioChem"," late afternoon is the best time for me to study and concentrate the most. || Spend 2 hours every day . Try to complete every task on time so I would not fall behind."
"R_3lulzMrAHQyFT28","AmGov"," Every day at my computer and then in the evening while relaxing. || I am the sort of person who doesn't usually quit once I start. I am committed to this course. I will see if I can integrate the new information with what I already know and see if that will resolve any issue. I will also talk with others on the discussion boards and among my family and friends."
"R_3lVnHWZA6CpLLAN","JustS","I plan to engage one lecture in the evenings at home two-thouree times each week. If I miss one day, I will commit to completing two lectures in one sitting and respond to obstacles by allowing myself to prioritize. || I plan to engage the course content on weekend afternoons at a coffee shop and will set aside a set amount of time to complete coursework on either Saturday or Sunday. If plans arise on the weekend, I will still find time to complete the coursework. "
"R_3lxoGngNJxayBE9","JustS","Learning in the evening, after work and university. "
"R_3LYygEnde37kq8o","JustS"," Study during lunch breaks on mobile device. || Study in the evenings. || Download course materials to mobile device. || Listen to lectures during commute to work."
"R_3lzUcc7ZFf36afg","BioChem"," I will be working on course material each night after 8 || If I encounter obstacles during the course, I can use resources like the textbook and the discussion forums to find help. "
"R_3LZwAKbwf5FnNNF","AmGov",""
"R_3lzWznOFj8ir8nS","AmGov"," I will do this course in the evenings after work and family duties. || I will spend time at the weekends on this course. || I will incorporate reading and research into my daily work commute || When I come across an obstacle I'll work harder and where necessary ask for help.."
"R_3M5y4ewtpHtsoTA","AmGov","Lunch time (at work) || Reading on the bus to and from work Reach out to colleagues and friends for assistance "
"R_3M6GncwkIU7OkAp","JustS"," At home, after work || strict personal deadlines "
"R_3maAciT7GjFwi7W","BioChem","Either at home or the library, every morning before work and in the evening, ask for help on forums "
"R_3mdUJimcJY5tatu","BioChem","From 6pm in my house || i will devote all my time from 6pm to make sure I complete my lecture for the day will tackle all obstacles "
"R_3mei9DK6o8E8Gd3","JustS"," I will do about 3 hours a week || I will if I can, study during lunch time. || do one more hour when I put my kids to sleep. || and will dedicate any extra time that I have on the weekends, to do my courses"
"R_3Mg5JsUMbd3z7bE","AmGov"," i will spend time engaging in this course where ever i can i am very motivated to finish this course || i have my agenda where i plan everything so i won't forget "
"R_3MGt3Ji7mq9txfb","BioChem","I have tried to allot the necessary time. || I have a study partner or go to person for when I have questions. || I do have a quiet study place chosen. || I will leave my home and go to a nearby library if necessary to find quiet."
"R_3MgUcU0UCi1pcIV","BioChem","To read every day from the class material so that everything will not accumulate. || Use of flash cards Research of topics i might not be too familiarized with "
"R_3MhUMwT2GMhzIt0","BioChem",""
"R_3mjZbkmAL2z3HBK","AmGov","I plan to spend the time engaging the course content at home at my desk, if for some reason I am still at work, I plan to take the course at my workplace. || I plan to spend an hour a day reviewing the coursework, as to stay focused on my professional work, but have enough energy and focus to complete my coursework. || I plan to use the live office hours and email to ask questions about anything that I am unsure of. || I plan to purchase any recommended books/reading material to stay informed and up to date. "
"R_3mk276ZF7sQifER","AmGov","I plan to work on the course in the evenings in a quiet space where I can concentrate || I plan to schedule specific time to work on the course "
"R_3MlARKu7F6hB6qg","JustS"," I plan on waking up every morning at 6am to start my day off with this class. || I plan on spending a couple hours on Thursday in my free time to read the materials that is required of me. || I will plan accordingly to organize a restricted time dedicated to this course, regardless of how tired I am from working and my other classes. || I will remind myself that, it is not about me or my comfortability. I do this because it is about those parents who struggle everyday to provide for their children, that it is about spreading the blessings I have received to others, that I want to do my small part in creating a better future for all our children's and it is about doing what I love."
"R_3MLMBM8QXn1OlQA","AmGov"," I plan to study at home during the evening would be better || I will put in the time and hours || I try to slow done and assess where I am in the course || Take time "
"R_3MMXlMwtAR1iPkl","BioChem","I access online courses from a public library connection 4-6 days per week. || I have a To Do list and try to use it to maintain coursework in several classes, including this one. Improvise, improvise, improvise! "
"R_3Mtb16lggWNARmN","JustS"," At work mostly, and when I get weekends off especially Saturdays. I intend to be precise when doing the work since I don't have a lot of time on my hands. I will be willing to use early mornings too where need be so as to have my work done "
"R_3MutTyAyE08q2yh","AmGov",""
"R_3MyUWsL97wdzKYr","JustS"," I will learn mostly during the weekends || I will just follow the documents step by step to make sure I don't have to respond to obstacles "
"R_3MzMX3uz5NPWjmT","BioChem","Spend at least a couple hours on course in the morning. || Do most content on computer, use mobile app for travel days.|| Use textbooks and internet to supplement explanation of confusing concepts. || Motivate by thinking about how soon university is and how this can help. "
"R_3mZz9dPNPDX3KzD","JustS"," I plan to set aside specific hours towards the course || I plan to work on the course on the days that my educational workload allows this || I will respond to any obstacles by doing further reading if I don't understand the text "
"R_3n0YceLdmipUAuN","BioChem",""
"R_3n1qlJ9lAjR1m3v","BioChem","After work hours, planning to study at home || Will make a study schedule || planning on studying 4-6 hours a week || by factoring delays i will be able to manage the load"
"R_3n72ZQgQvICh0Xr","JustS","To watch 1 lecture every week "
"R_3n7w6kA0BLGFV6T","AmGov"," First thing in the morning at home || prioritize my time Do my best but if my health is the issue I may not physically be able to complete this course"
"R_3nBi2xnKF6RhxQB","AmGov"," I plan on studying the material at home, coffeeshop, or library || I will make sure I take all the necessary notes and go over the syllabus and discussions in case I missed anything I will participate in the discussions frequently to learn others opinions "
"R_3NBNgqD3VdaQSnw","AmGov"," daily, with family and friends || just do it || work thouru it, and if needed, use course contacts and friends for help || I started this course because I WANTED to grow, it would be foolish not to complete the course "
"R_3NBXfYoAnR0bTX2","AmGov"," at home at various times when i can || take one class at a time || go slow, thorough || be positive"
"R_3NC0mQd85uh3P2V","JustS"," I plan to use my lunch break, late in the evening and the weekend to complete my task for this course || creating a schedule for this course, that works for me || adjustment "
"R_3nCS64rTdRArCQj","AmGov"," to work on lectures before bed || working on it during weekends || do test right away || keep up with social media for boost "
"R_3NCYnldg30jeA0C","AmGov"," Reading || Watching the videos || Answering the questions || Earning a certificate"
"R_3NDr7k4IaT1L96o","BioChem","I plan to study every day before work at home || I will set a schedule and break down the chapters per day If will schedule myself one day off to give myself time to catch up in case I run into an obstacle. "
"R_3NEqF8REoisCY3b","AmGov"," I plan to engage the contents at home, at least one hour per day, or during free work time. || I think I'll be able to read the materials during my daily commuting or on weekends. "
"R_3nH6RWLfYCReIXR","JustS"," I am a teacher and finish school. I plan to come back to my apartment, sit on my balcony, and do some homework before I have to get dinner together. || I plan to use this course as a break and reward for lesson planning thouroughout the week. || I am learning Turkish and living in Turkey, so I don't get to speak in English much. This will be a productive break from Turkish practice. || I know I will face obstacles such as time management so I will work ahead when I can and know that I have to dedicate myself to the process"
"R_3nHuQsC3bxu8QRH","AmGov",""
"R_3NJkXKHvD2NUcQF","AmGov"," well I have wifi at home and my tablet computers || work let's me go in to use the computer when I want too. || I do go to the library a lot. || I do take my medications and do not call in sick for work, But i enjoy studying in the early morning more than late at night. So I do get up early on the weekends. "
"R_3nJylFYNvecBUeo","JustS","I'll pick one night a week to do this, probably at my desk in my room || I'll just get it done || With problems, I'll try my luck on the forums || I also have some friends from college I can ask "
"R_3NKEZafboalZFdb","JustS"," After work one hour a day "
"R_3nMms61dDorDqzN","AmGov","When: midday Where: at my computer / I will check the site for new assignments and lessons / I will try to overcome them. My education is very important to me "
"R_3nO5sOqxbYrySoX","JustS"," I'll take some time out from my busy schedule and work harder to complete this course || I ll study hard and work hard for this course || I'll make it a point to complete my course on time || I'll complete my assignments on time"
"R_3nOgscGAji0Fp7u","JustS","I will assess to the course content during the night time after I finished all my school homework and assignments. || First I will make study timetable for this course so that I will be able to take my time for the course. "
"R_3NQzEYxPxJIjrO3","AmGov","I will study during evenings and on weekends. || I will log into the system often to ensure all requirements are being met. "
"R_3nryMlojXzV9emf","AmGov"," On my laptop. || Set aside a daily time to do the work. I will do some research or ask on the discussion boards if I am stuck."
"R_3nSjie6FPSP8kc6","JustS"," I plan to take the course at home between my school projects || I will use all course material and allocate time to understand and complete it. || I respond with working harder or seek tools to help me better understand my challenge. || ."
"R_3NTVoNaQvDIpi8X","BioChem","I will spend as much time necessary to complete the course. || I will watch the video lectures numerous times, if necessary. / I will watch the video lectures, and take notes. I will complete all questions presented. "
"R_3NUNsQccp08Pmob","BioChem",""
"R_3NUoCdxGANQXGeo","JustS","In the school library at the Kenya school of Law || At the public library and my room in Nairobi || Spare time read the materials || Research further on the concepts discussed on the reading materials "
"R_3NV1FtinhvaGNut","BioChem",""
"R_3NVOfa57TKkvwYo","BioChem",""
"R_3Ny0B97rpml5KLG","JustS","my house at Friday night and Saturday morning || schedule the commitment in my agenda || treat this course the same way as my courses at master degree "
"R_3O0QmvXvUzPI490","BioChem"," Watching the videos with utmost attention, rewatch them if it is required. || Using a couple of books to read about the topics. Using the forum to post queries if any troubles arise"
"R_3O2fzdkU5MPFM3R","BioChem","During the evenings || Review the videos and the textbook || Open discussion plans || Google"
"R_3O7duIX40AV3Mud","JustS"," yes || listen to video || read cases || answer "
"R_3O9rhjBX5Fqrwff","AmGov","I am extremely interested in government and already have been doing outside research, so I feel I have the motivation required to learn the material. I am taking the course primarily for the structure and the knowledge that the curriculum will be more well rounded than my own studies. || A specific step I will take toward completing the course will be to take at least some time out of my day to work on this any day that I have access to WiFi. "
"R_3oBAhUcMbUP4qvd","JustS","I plan on spending time at home and mobile to study coursework || I will find a quiet place to study and learn. || I will pace myself for each lesson and prepare study materials based on course material || I will respond to obstacles by not letting them stress me out and remember I have a responsibility as a student to do my best. "
"R_3oBChqxbwHpcVTw","JustS"," Two evenings per week "
"R_3oBFgHeSdfr7WUo","AmGov","My room || Separate time for it. Don't know. I'll respond to them as they come. "
"R_3oBKrwd4qWmhgkb","JustS"," I will allot time every day to learn the material || I will make notes and flashcards that will help me to learn the material || I will study at home where I can focus more || I will commit more time for the material on weekends"
"R_3oBonbhQzDUIsSy","JustS","I just hope I can be mindful enough thouroughout the course to avoid dropping it midway. I have been experiencing severe chouronic depression and somatoform disorder over the past years, and if I can keep coming back here despite mood sways, I'm confident the course content will be interesting enough to keep me on track. "
"R_3oC23p6dwBIfJ33","BioChem"," Study in my spare time over the weekends or days off. "
"R_3Od0UFYLAGYNY8R","BioChem"," I intend to start courseware as soon as it is posted to ensure prompt completion. || I have located chemistry study materials from previous courses to reference when obstacles come up. "
"R_3OdhMKZpVojhwon","JustS"," plan on doing work after kids go to bed "
"R_3OfBjfhiiZ6Tjri","AmGov",""
"R_3oFsBjUBi4L51S8","AmGov"," I plan to do the course on Saturday while at home || i will be reading the course materials during weekdays alongside work || thourough discussions with other students, I may meet while doing this course and also thourough consultation || Being disciplined and hard work can lead to success"
"R_3oGdbePiWNOFknc","AmGov","I plan to spend time every weekday, and weekends if I need to, on this course. || I will make a schedule of assignments coming up and thoroughly prepare for each test I will overcome them by using the discussion board and asking others for help. "
"R_3oGdjTTp2v4eCkR","JustS","I have a home office that will be used to study the course content. || I have specific times during the day that I will use for the course. || I Am not worried about any obstacles. "
"R_3OiC1XH0pz5U63W","BioChem","right now am on holiday so i would be available for this course ANY TIME and i will chose my room or a quiet park for the place of study || read the hand outs and read other related materials to help broaden my knowledge of the course || ask questions frequently on the area i do not understand || definitely by facing the obstacle and try to find a solution to the problem "
"R_3Ojg6qRz3wzqDjP","BioChem"," I plan to complete the course at home || I plan to devote at least 2 hours each day I will try my best to solve the problems myself"
"R_3OlIcnvl6fW5Mif","BioChem","In my house and in my university library. || I have several biochemistry books and also several biochemistry professors i can borrow books from. I also have access to databases for journals, so i plan to use all the resources at my disposition to understand and study as much as necessary to get thourough this course. i will respond to obstacles my reading even more, and looking in other literature for answers or knowledge to help me come up with the answers. "
"R_3oR4sq3XmYEoa6J","JustS"," to access the course materials thourough my mobile devices anytime and anywhere || to diligently read up materials || to actively participate in online discussions || to discuss the materials and concepts offline with my current colleagues and friends"
"R_3oRWOW1G2jPzEKd","JustS"," I have a set a time block 3 days a week to work on course material "
"R_3oSfXaUOdHjbGkM","BioChem",""
"R_3oSHOaoaoOYFv8r","JustS","home || university "
"R_3oTwTm86EThAaR3","BioChem","I plan to do most of my work at home in the evenings thouroughout the summer. I don't work well with distractions, and my apartment is generally quiet in the evenings and on weekends. || If I encounter intellectual obstacles, I will compromise working alone with calling or meeting my peers who have already taken biochemistry. "
"R_3oXvYLVe5cWVxU2","JustS","Plan to study at home || Stick to a schedule of doing x minutes/hours a day per week on course "
"R_3oXXLBUQnBh4x21","JustS","Allocate two nights a week to complete coursework, and listen to lectures. || Ask questions when encountering an obstacle. || Read materials and listen to lectures in their entirety. || Set a timetable of where I am supposed to be at different times during the course. "
"R_3oYHBWoXCJgosdp","AmGov","I would take this course in my room with my laptop. I would use the time I have in the evening each week on the day the course updates. || To begin with, I plan to watch the lecture videos and read any and all provided handouts to consolidate to myself what was being taught in that week. I would also go back and rewatch some parts that I thought were either too complicated or seemed crucial towards my understanding, as well as referring back to the written transcript. || If there were parts that I was unsure even after doing additional research outside of the course, I would go to the discussion board and scroll thourough the posts and comments relating to my particular problem. If there are none, I would create a new post with my inquiry. || Once I am confident in my comprehension of the lesson, I would proceed to work on the assignment. "
"R_3ozpTvbNnznC0UY","AmGov"," I plan to dedicate a portion of my time on a daily basis || I will make sure that I know my deadlines ahead of time and schedule my work to make sure I complete my work in a timely manner Like I do with everything in life I will plan ahead and make sure that remain well organized "
"R_3PBpa4QxqzF7vX9","JustS"," I've just graduated from college, so i've got plenty of free time now that i'm looking for a job. || Laziness is one of my biggest issues, but i'm going to organize myself so that i can read 1 lecture per day. || I'm good at english, even though it is not my first language, and this course will help me to develop a new level on the language because legal english is not something you learn on regular english basics. "
"R_3pF3DjkKu8U8rNT","BioChem"," in home at leisure time || learning || searching || I interesting in conversation"
"R_3PFcxCZLvjvTNCd","BioChem","In my home, 4 hours per week. || Watch the videos, achieve success. I will search for solutions. "
"R_3pfE7fgdfART82S","BioChem","whenever I have spare time and access to a computer || regularly doing work study and review more and continue to attempt to overcome the obstacle "
"R_3pflbMJiZMhjwV3","JustS"," My schedule is intended to become rather busy these coming weeks so creating an actual written schedule is best for me. || I tend to prefer the comfort of the library or coffee house that is not as international as most to get my work down in a timely fashion. || I ask for help, I go on work dates that seem to boost my creativity a lot more and promotes critical thinking in a more diverse way. || As long as I make at least 1-2 hours dedicated each day to the coursework I think I should be fine. Weekends included, "
"R_3pgppuKTiGLrDrA","BioChem","I will work from home, during my free time. I will set aside the required amount of time every week to make sure that I work with the course content for that period of time. "
"R_3pheP7eDMQPMw8P","JustS"," I will engage in student content at home on my own. || I will set time every day in order to complete this course. || I will respond to obstacles according to the situation at the time. "
"R_3PhItB8iWQBsxRe","JustS","I plan to allocate time in the mornings- an hour daily at home before I get into work || I will schedule my sessions into my routine so that I phase my learning || In case unavoidable disruptions come up, I'll look at scheduling time during the weekends to make up for lost time "
"R_3PhohVWcqb59nr3","JustS","At home. At work during breaks || Check on the outline everyday to make sure i do not miss any deadlines || map out a plan to overcome the obstacle. get ideas from others taking the course. "
"R_3PIhn9cuPRqFtvf","JustS"," everyday possibly at night in my room || Reading course materials sent from the university and consulting the available libraries in my community || risks and uncertainties are part of the engagement one makes, hence each obstacle will have a response according to how it hits || visiting places and organizations dealing with justice will also be part of my study."
"R_3pilDu4efGMP3mV","AmGov"," Once I know the schedule and how an online courseworks, I'll set aside time to spend on it. || I have wondered if there will be online study groups of some sort. If so, I think that would be interesting, useful, and, dare I say it, fun. I recruited a friend via social media who lives across the country and think having a friend who cares about this will make us both stronger students."
"R_3PjVwQ73Eqlf0m8","BioChem","Online research and time management. "
"R_3PNdnQ3muKgKv2Z","BioChem",""
